state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Berni v. Ardoin","Louisiana Impasse Litigation (Berni)","https://www.democracydocket.com/cases/louisiana-impasse-litigation-berni/",2021-04-26,2022-02-02,"Lawsuit challenging Louisiana’s congressional district map after the 2020 census.",false,false,false,false,true,false,false,false,Decided
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"Durst v. Idaho Commission for Reapportionment","Idaho Legislative Redistricting Challenge (Durst)","https://www.democracydocket.com/cases/idaho-legislative-redistricting/",2021-11-10,2022-01-27,"Lawsuit filed on behalf of a former Republican legislator challenging Idaho’s legislative map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"Allan v. Idaho Commission for Reapportionment","Idaho Legislative Redistricting Challenge (Allan)","https://www.democracydocket.com/cases/idaho-legislative-redistricting-challenge-allan/",2021-12-16,2022-01-27,"Lawsuit filed on behalf of members of the Coeur d’Alene and the Shoshone-Bannock Tribes challenging Idaho’s legislative map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"Stucki v. Idaho Commission for Reapportionment","Idaho Legislative Redistricting Challenge (Stucki)","https://www.democracydocket.com/cases/idaho-legislative-redistricting-challenge-stucki/",2021-12-01,2022-01-27,"Lawsuit filed by an Idaho voter challenging Idaho’s legislative map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Kentucky,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kentucky-01.png,"Graham v. Adams","Kentucky Redistricting Challenge","https://www.democracydocket.com/cases/kentucky-redistricting-challenge/",2022-01-20,undefined,"Lawsuit filed on behalf of a group of voters and the Kentucky Democratic Party challenging Kentucky’s new state House and congressional maps.",false,false,false,false,true,false,false,false,Appealed
Washington,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washington-01.png,"Soto Palmer v. Hobbs","Washington Legislative Redistricting Challenge (Soto Palmer)","https://www.democracydocket.com/cases/washington-legislative-redistricting-challenge/",2022-01-19,undefined,"Lawsuit filed on behalf of a group of Washington voters and a nonprofit organization against the state’s proposed legislative map drawn following the release of 2020 census data.",false,false,false,false,true,false,false,false,Appealed
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"League of Women Voters of Ohio v. Ohio Redistricting Commission","Ohio Congressional Redistricting Challenge (LWVO)","https://www.democracydocket.com/cases/ohio-congressional-redistricting-challenge-lwvo/",2021-11-30,2022-01-14,"Lawsuit challenging Ohio’s new congressional map for being an extreme partisan gerrymander in favor of Republicans.",false,false,false,false,true,false,false,true,Decided
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Adams v. DeWine","Ohio Congressional Redistricting Challenge (Adams)","https://www.democracydocket.com/cases/ohio-congressional-redistricting-challenge/",2021-11-22,2022-01-14,"Lawsuit challenging Ohio’s new congressional map for being an extreme partisan gerrymander in favor of Republicans.",false,false,false,false,true,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Grant v. Raffensperger","Georgia Legislative Redistricting Challenge (Grant)","https://www.democracydocket.com/cases/georgia-legislative-redistricting-challenge-grant/",2022-01-11,undefined,"Lawsuit filed on behalf of a group of voters challenging Georgia’s new legislative districts.",false,false,false,false,true,false,false,false,Appealed
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"Fossella v. Adams","New York City Noncitizen Voting Law (Fossella)","https://www.democracydocket.com/cases/new-york-city-noncitizen-voting-law/",2022-01-10,undefined,"Lawsuit filed on behalf of a group of Republican voters and officials representing New York at the local and federal levels challenging New York City’s new noncitizen voting law.",false,false,false,false,false,true,false,false,Appealed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Common Cause v. Raffensperger","Georgia Congressional Redistricting Challenge (Common Cause)","https://www.democracydocket.com/cases/georgia-congressional-redistricting-challenge-common-cause/",2022-01-07,undefined,"Lawsuit filed on behalf of Common Cause, the League of Women Voters of Georgia and individual voters challenging Georgia’s new congressional map.",false,false,false,false,true,false,false,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Pendergrass v. Raffensperger","Georgia Congressional Redistricting Challenge (Pendergrass)","https://www.democracydocket.com/cases/georgia-congressional-redistricting-challenge/",2021-12-30,undefined,"Lawsuit challenging Georgia’s new congressional map for diluting the voting power of Georgians of color, particularly Black Georgians.",false,false,false,false,true,false,false,false,Appealed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Georgia State Conference of the NAACP v. Georgia","Georgia Redistricting Challenge (NAACP)","https://www.democracydocket.com/cases/georgia-redistricting-challenge-naacp/",2021-12-30,undefined,"Lawsuit filed on behalf of Georgia State Conference of the NAACP, Georgia Coalition for the People’s Agenda and Galeo Latino Community Development Fund against Georgia’s new legislative and congressional maps.",false,false,false,false,true,false,false,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Alpha Phi Alpha Fraternity Inc. v. Raffensperger","Georgia Legislative Redistricting Challenge (Alpha Phi Alpha)","https://www.democracydocket.com/cases/georgia-legislative-redistricting-challenge-alpha-phi-alpha/",2021-12-30,undefined,"Lawsuit filed on behalf of Alpha Phi Alpha Fraternity, Sixth District of the African Methodist Episcopal Church and Georgia voters against the state’s new legislative districts.",false,false,false,false,true,false,false,false,Appealed
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"East St. Louis Branch NAACP v. Illinois State Board of Elections","Illinois Legislative Redistricting Challenge","https://www.democracydocket.com/cases/illinois-legislative-redistricting-challenge/",2021-10-15,2021-12-30,"Lawsuit filed on behalf of the East St. Louis Branch NAACP, Illinois State Conference of the NAACP and the United Congress of Community and Religious Organizations challenging new state House districts.",false,false,false,false,true,false,false,false,Decided
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"Contreras v. Illinois State Board of Elections","Illinois Legislative Redistricting Challenge (Contreras)","https://www.democracydocket.com/cases/illinois-redistricting-challenge-maldef/",2021-06-10,2021-12-30,"Lawsuit challenging the 2021 legislative maps signed into law in Illinois.",false,false,false,false,true,false,false,false,Decided
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"McConchie v. Illinois State Board of Elections","Illinois Legislative Redistricting Challenge (GOP Leadership)","https://www.democracydocket.com/cases/illinois-redistricting-challenge/",2021-06-09,2021-12-30,"Lawsuit challenging the 2021 redistricting maps signed into law in Illinois.",false,false,false,false,true,false,false,false,Decided
Virginia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-virginia-01-1.png,"In re: Decennial Redistricting Pursuant to the Constitution of Virginia","Virginia Redistricting Process","https://www.democracydocket.com/cases/virginia-redistricting/",2021-11-12,2021-12-28,"Tracking the Supreme Court of Virginia’s process of drawing new congressional districts after the state’s commission failed to do so.",false,false,false,false,true,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"In re: Georgia Senate Bill 202","Georgia Voter Suppression Law (Consolidated Case)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-consolidated-case/",2021-12-22,undefined,"Consolidated lawsuit consisting of six lawsuits against Georgia’s voter suppression law, Senate Bill 202.",false,false,true,false,false,false,true,false,Filed
The should-be state of District of Columbia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washdc-01-1.png,"NAACP v. U.S. Postal Service","2020 General Election Postal Service Delays","https://www.democracydocket.com/cases/2020-general-election-postal-service-delays/",2020-08-20,2021-12-21,"Lawsuit filed on behalf of the NAACP against the U.S. Postal Service to address vote by mail ahead of the 2020 presidential election.",false,false,false,false,false,false,true,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Detroit News, Inc. v. Independent Citizens Redistricting Commission","Michigan Redistricting Commission Challenge","https://www.democracydocket.com/cases/michigan-redistricting-commission-challenge/",2021-12-07,2021-12-20,"Lawsuit filed on behalf of multiple Michigan-based news organizations against Michigan’s Independent Citizens Redistricting Commission.",false,false,false,false,true,false,false,true,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Fischer v. Abbott","Texas Redistricting Challenge (Fischer)","https://www.democracydocket.com/cases/texas-redistricting-challenge-fischer/",2021-12-13,undefined,"Lawsuit filed on behalf of Texas House Rep. Trey Martinez Fischer (D) against Texas’ new congressional map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Filed
Alaska,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alaska-01-1.png,"Valdez v. Alaska Redistricting Board","Alaska Legislative Redistricting Challenge (Valdez)","https://www.democracydocket.com/cases/alaska-legislative-redistricting-challenge-valdez/",2021-12-10,undefined,"Lawsuit filed on behalf of the city of Valdez and one of its residents against the Alaska Redistricting Board challenging Alaska’s new legislative districts.",false,false,false,false,true,false,false,false,Appealed
Alaska,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alaska-01-1.png,"Skagway Borough v. Alaska Redistricting Board","Alaska Legislative Redistricting Challenge (Skagway Borough)","https://www.democracydocket.com/cases/alaska-legislative-redistricting-challenge-skagway-borough/",2021-12-10,undefined,"Lawsuit filed on behalf of the municipality of Skagway Borough and one of its residents against the Alaska Redistricting Board challenging the state’s new legislative districts.",false,false,false,false,true,false,false,false,Appealed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Common Cause v. Thomsen","Wisconsin Student ID Challenge","https://www.democracydocket.com/cases/wisconsin-student-id-challenge/",2019-04-23,2021-12-09,"Lawsuit filed by Common Cause challenging Wisconsin’s strict requirements for eligible student IDs.",false,false,true,false,false,false,false,false,Decided
